Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing
,Kent,Northumberland Heath Primary School,Mixed,Bexley,Northumberland Heath,DA8 1JE,11,3,Wheelock Close,Erith,Academy Converters,549876,177175
,,Mill Hill County High School,Mixed,Barnet,Mill Hill,NW7 4LL,18,11,Worcester Crescent,London,Academy Converters,521380,193756
,,Christ's College Finchley,Boys,Barnet,East Finchley,N2 0SE,18,11,East End Road,London,Academy Converters,525672,189571
,,The New North Academy,Mixed,Islington,Islington,N1 8SJ,11,3,32 Popham Road,London,Academy Converters,532215,184031
,Essex,Redden Court School,Mixed,Havering,Harold Wood,RM3 0TS,16,11,Cotswold Road,Romford,Academy Converters,554725,189873
,,Bishop Ramsey Church of England School,Mixed,Hillingdon,,HA4 8EE,18,11,Hume Way,Ruislip,Academy Converters,510324,187865
,,Harris Primary Academy Peckham Park,Mixed,Southwark,Peckham,SE15 5TD,11,3,Marmont Road,London,Academy Converters,534433,177091
,Essex,Emerson Park School,Mixed,Havering,,RM11 3AD,16,11,Wych Elm Road,Hornchurch,Academy Converters,555559,188013
,Kent,Peareswood Primary School,Mixed,Bexley,,DA8 3PR,11,3,Peareswood Road,Erith,Academy Converters,551660,176927
,Essex,The Ursuline Academy Ilford,Girls,Redbridge,,IG1 4JU,19,11,Morland Road,Ilford,Academy Converters,543549,186884
,Kent,Chislehurst and Sidcup Grammar School,Mixed,Bexley,,DA15 9AG,18,11,Hurst Road,Sidcup,Academy Converters,546606,172862
,,Oasis Academy Johanna,Mixed,Lambeth,Lower Marsh,SE1 7RH,11,3,Johanna Street,London,Academy Converters,531185,179665
,,Tidemill Academy,Mixed,Lewisham,,SE8 4RJ,11,3,11 Giffin Street,London,Academy Converters,537351,177206
,,Clapton Girls' Academy,Girls,Hackney,Lower Clapton Road,E5 0RB,19,11,Laura Place,London,Academy Converters,535150,185780
,,Corelli College,Mixed,Greenwich,Blackheath,SE3 8EP,19,11,Corelli Road,London,Academy Converters,542034,176480
Walthamstow,,Academy De London,Mixed,Waltham Forest,294-298 Hoe Street,E17 9QD,18,14,"1st, 2nd & 3rd Floors",London,Other Independent School,537369,188879
,,Opal College London,Mixed,Tower Hamlets,153-159 Bow Road,E3 2SE,21,14,Bow House,London,Other Independent School,537453,182930
,,Peninim,Girls,Barnet,,NW11 9BY,7,2,209 Golders Green Road,London,Other Independent School,524396,187953
,,Beis Ruchel D'Satmar London,Girls,Hackney,,N16 5RS,6,5,117 Stamford Hill,London,Other Independent School,533613,187732
,,Alif Academy,Mixed,Newham,Forest Gate,E7 8PJ,11,3,313-319 Katherine Road,London,Other Independent School,541504,184010
,Surrey,Wandle Valley School,Mixed,Sutton,,SM5 1LW,16,5,Welbeck Road,Carshalton,Academy Converters,527436,166545
Hounslow,Middlesex,New London College,Mixed,Hounslow,75-81 Staines Road,TW3 3HW,19,11,Sceptre House,London,Other Independent School,513362,175531
,,Alexandra Park School,Mixed,Haringey,,N11 2AZ,18,11,Bidwell Gardens,London,Academy Converters,529125,190891
,,Hasmonean High School,Mixed,Barnet,Hendon,NW4 1NA,18,11,Holders Hill Road,London,Academy Converters,523775,190136
Acton,,Twyford Church of England High School,Mixed,Ealing,,W3 9PP,18,11,Twyford Crescent,London,Academy Converters,519635,180375
,Essex,Highams Park School,Mixed,Waltham Forest,Highams Park,E4 9PJ,18,11,34 Handsworth Avenue,London,Academy Converters,538793,191859
,,Belleville Primary School,Mixed,Wandsworth,Battersea,SW11 6PR,11,3,Belleville Road,London,Academy Converters,527681,174732
,,William Tyndale Primary School,Mixed,Islington,,N1 2GG,11,3,Upper Street,London,Academy Converters,531770,184284
,Surrey,Croydon Metropolitan College,Mixed,Croydon,,CR0 1DN,35,14,30-32 South End,Croydon,Other Independent School,532415,164747
,,The Holy Family Catholic Primary School,Mixed,Ealing,Acton,WD3 0DY,11,3,Vale Lane,London,Voluntary Aided School,519197,181676
,,Lime Tree Primary School,Mixed,Kingston upon Thames,Surbiton,KT6 6DG,11,3,South Bank Terrace,Kingston upon Thames,Foundation School,518354,167212
,,Feltham Community College,Mixed,Hounslow,,TW13 7EF,18,11,Browells Lane,Feltham,Academy Converters,511218,172870
,,Bishopshalt School,Mixed,Hillingdon,Hillingdon,UB8 3RF,18,11,Royal Lane,Uxbridge,Academy Converters,506940,182635
,,Vyners School,Mixed,Hillingdon,Ickenham,UB10 8AB,18,11,Warren Road,Uxbridge,Academy Converters,506711,185521
,,Hendon School,Mixed,Barnet,Hendon,NW4 2HP,18,11,Golders Rise,London,Academy Converters,523568,188931
,,Quintin Kynaston School,Mixed,Westminster,,NW8 0NL,18,11,Marlborough Hill,London,Academy Converters,526552,183679
,,Redriff Primary School,Mixed,Southwark,Rotherhithe,SE16 5LQ,11,3,Salter Road,London,Academy Converters,536369,179935
,Middlesex,The Willows School Academy Trust,Mixed,Hillingdon,,UB4 9QB,11,3,Stipularis Drive,Hayes,Academy Converters,511943,182082
Chingford,,Chingford House School,Mixed,Waltham Forest,,E4 9AL,7,0,22 Marlborough Road,London,Other Independent School,537552,191668
South Croydon,,Educational Excellence,Mixed,Croydon,,CR2 6ED,16,11,49-55 Brighton Road,Surrey,Other Independent School,532546,164046
,,Hawkswood,Mixed,Waltham Forest,,E4 7RT,16,11,Antlers Hill,Chingford,Pupil Referral Unit,538211,195577
,Surrey,The Hollyfield School and Sixth Form Centre,Mixed,Kingston upon Thames,,KT6 4TU,18,11,Surbiton Hill Road,Surbiton,Academy Converters,518430,167792
,Kent,St Catherine's Catholic School for Girls,Girls,Bexley,,DA6 7QJ,16,11,Watling Street,Bexleyheath,Academy Converters,549953,175009
,,Sir William Burrough Primary School,Mixed,Tower Hamlets,Limehouse,E14 7PQ,11,3,Salmon Lane,London,Academy Converters,536504,181262
,Kent,Crofton Junior School,Mixed,Bromley,,BR5 1EL,11,7,Towncourt Lane,Orpington,Academy Converters,544622,166870
,,Kingsbury High School,Mixed,Brent,Kingsbury,NW9 9JR,18,11,Princes Avenue,London,Academy Converters,519617,189280
,Essex,Forest Academy,Mixed,Redbridge,Hainault,IG6 3TN,18,11,Harbourer Road,Ilford,Academy Sponsor Led,546554,192112
,Middlesex,Featherstone High School,Mixed,Ealing,,UB2 5HF,18,11,11 Montague Waye,Southall,Academy Converters,512061,179053
,,Woodside High School,Mixed,Haringey,Wood Green,N22 5QJ,16,11,White Hart Lane,London,Academy Converters,531614,191115
,Surrey,Norbury Manor Business and Enterprise College for Girls,Girls,Croydon,,CR7 8BT,19,11,Kensington Avenue,Thornton Heath,Academy Converters,531181,169684
,Kent,Townley Grammar School,Girls,Bexley,,DA6 7AB,18,11,Townley Road,Bexleyheath,Academy Converters,548781,174532
,Surrey,Shirley High School Performing Arts College,Mixed,Croydon,,CR0 5EF,19,11,Shirley Church Road,Croydon,Academy Converters,535883,165190
Barnet,,Unity Girls High School,Girls,Barnet,,NW9 7DY,16,11,133 West Hendon Broadway,London,Other Independent School,522147,187851
,,Bethnal Green Academy,Mixed,Tower Hamlets,Bethnal Green,E2 6NW,19,11,Gosset Street,London,Academy Converters,534008,182708
,,La Chouette School,Mixed,Ealing,,W5 2PJ,6,3,17 The Mall,London,Other Independent School,518078,180855
Clapton,,Leaways School,Mixed,Hackney,18 Theydon Road,E5 9NA,17,10,Albany House,London,Other Independent Special School,535096,186724
,,Wiznitz Cheder School,Boys,Hackney,Hackney,N16 6QT,13,3,126b Stamford Hill,London,Other Independent School,533690,187564
Clapham Common,,Rann Horizon School,Mixed,Lambeth,,SW4 7JR,11,5,121 Clapham High Street,London,Other Independent School,529677,157394
,Essex,Avanti Court Primary School,Mixed,Redbridge,,IG6 1LZ,11,3,Carlton Drive,Barkingside,Voluntary Aided School,544748,189739
,,Northwood School,Mixed,Hillingdon,,HA6 1QG,18,11,Potter Street,Northwood,Academy Converters,510520,190656
,,Barnhill Community High School,Mixed,Hillingdon,,UB4 9LE,18,11,Yeading Lane,Hayes,Academy Converters,511160,182493
,Surrey,Coombe Girls' School,Girls,Kingston upon Thames,,KT3 3TU,18,11,Clarence Avenue,New Malden,Academy Converters,520889,169344
,Surrey,St Agatha's Catholic Primary School,Mixed,Kingston upon Thames,,KT2 5TY,11,3,St Agatha's Drive,Kingston upon Thames,Academy Converters,518774,170626
,Surrey,Coombe Boys' School,Boys,Kingston upon Thames,,KT3 6NU,18,11,"College Gardens, Blakes Lane",New Malden,Academy Converters,522052,167718
,,The Abbey College In London,Mixed,Camden,,WC1A 2PJ,18,14,23 Bloomsbury Square,London,Other Independent School,530303,181747
East Finchley,,Limespring School,Mixed,Barnet,16 High Road,N2 9PJ,11,7,Park House,London,Other Independent Special School,527311,189206
,,Chiswick School,Mixed,Hounslow,Chiswick,W4 3UN,18,11,Burlington Lane,London,Academy Converters,520934,177319
,Surrey,Southborough High School,Boys,Kingston upon Thames,,KT6 5AS,18,11,Hook Road,Surbiton,Academy Converters,518286,165452
,,The Douay Martyrs Catholic School,Mixed,Hillingdon,Ickenham,UB10 8QY,18,11,Edinburgh Drive,Uxbridge,Academy Converters,507926,185611
,,"Gumley House RC Convent School, FCJ",Girls,Hounslow,,TW7 6XF,18,11,St John's Road,Isleworth,Academy Converters,516073,175779
,,Tubbenden Primary School,Mixed,Bromley,,BR6 9SD,11,5,Sandybury,Orpington,Academy Converters,544854,165018
Hammersmith,,Sacred Heart High School,Girls,Hammersmith and Fulham,(Entrance Bute Gardens),W6 7DG,16,11,212 Hammersmith Road,London,Academy Converters,523435,178678
,,Isleworth and Syon School for Boys,Boys,Hounslow,,TW7 5LJ,18,11,Ridgeway Road,Isleworth,Academy Converters,515270,177040
,Kent,St James' Roman Catholic Primary School,Mixed,Bromley,Petts Wood,BR5 1BL,11,5,Maybury Close,Orpington,Academy Converters,543870,167619
,Surrey,St James the Great RC Primary and Nursery School,Mixed,Croydon,,CR7 8HJ,11,3,Windsor Road,Thornton Heath,Academy Converters,531853,169172
,Kent,Blackfen School for Girls,Girls,Bexley,,DA15 9NU,18,11,Blackfen Road,Sidcup,Academy Converters,546868,174297
,,St Martin in the Fields High School for Girls,Girls,Lambeth,,SW2 3UP,18,11,155 Tulse Hill,London,Academy Converters,531466,173379
,,Convent of Jesus and Mary Language College,Girls,Brent,,NW10 4EP,18,11,Crownhill Road,London,Academy Converters,521701,183616
,,St Mark's Catholic School,Mixed,Hounslow,,TW3 3EJ,18,11,106 Bath Road,Hounslow,Academy Converters,513010,175635
,,European College for Higher Education,Boys,Haringey,,N15 4EY,19,14,69 Lawrence Road,London,Other Independent School,533127,189275
,,The Henrietta Barnett School,Girls,Barnet,Hampstead Garden Suburb,NW11 7BN,18,11,Central Square,London,Academy Converters,525566,188467
Hackney,,TTD Gur School,Boys,Hackney,,N16 5EP,7,3,85 Fairholt Road,London,Other Independent School,532795,187306
,Kent,The Priory School,Mixed,Bromley,,BR5 4LG,18,11,Tintagel Road,Orpington,Academy Converters,547332,166105
,Surrey,"Education and Youth Services Ltd (Croydon, Surrey)",Mixed,Croydon,,CR9 2NL,16,14,92 Park Lane,Croydon,Other Independent Special School,532525,165277
,,Lubavitch House School (Senior Girls),Girls,Hackney,,N16 5RP,18,11,107-115 Stamford Hill,London,Voluntary Aided School,533621,187688
,,Grangewood School,Mixed,Hillingdon,Eastcote,HA5 2JQ,11,3,Fore Street,Pinner,Academy Converters,510131,188837
,,Moorcroft School,Mixed,Hillingdon,Hillingdon,UB8 3BF,19,11,Bramble Close,Uxbridge,Academy Converters,506923,181405
,Surrey,Riddlesdown Collegiate,Mixed,Croydon,,CR8 1EX,19,11,Honister Heights,Purley,Academy Converters,533324,160251
,Surrey,Woodcote High School,Mixed,Croydon,,CR5 2EH,19,11,Meadow Rise,Coulsdon,Academy Converters,529623,160694
,,School 21,Mixed,Newham,,E15 4RZ,18,4,Pitchford Street,Stratford,Free Schools,539083,184063
Shadwell,Not applicable,Wapping High School,Mixed,Tower Hamlets,Crypt East,E1 0BH,16,11,14 Cannon Street Road,London,Free Schools,534748,180797
,Not applicable,Kingfisher Hall Primary Academy,Mixed,Enfield,C/O Cuckoo Hall Academy,N9 8DR,11,3,Dartford Avenue,Edmonton,Free Schools,535446,194887
,,St Joseph's College,Boys,Croydon,,SE19 3HL,18,11,Beulah Hill,London,Academy Converters,531693,170757
Wealdstone,,Avanti House School,Mixed,Harrow,Harrow Teachers Centre,HA3 5PQ,18,4,Tudor Road,Harrow,Free Schools,514967,190056
,,Lubavitch Junior Boys,Boys,Hackney,Hackney,E5 9AE,11,5,135 Clapton Common,London,Voluntary Aided School,533813,187713
,,The Greenwich Free School,Mixed,Greenwich,,SE18 4LH,18,11,403 Shooters Hill Road,London,Free Schools,542669,176775
,,Emmanuel Community School,Mixed,Waltham Forest,Walthamstow,E17 6SA,11,5,102-106 Erskine Road,London,Free Schools,536839,189442
,,Hartsbrook E-Act Free School,Mixed,Haringey,Tottenham,N15 4RX,11,4,Town Hall Approach Road,,Free Schools,533650,189353
,,City Gateway 14-19 Provision,Mixed,Tower Hamlets,,E1 8ND,19,14,28 Ensign Street,London,Free Schools - Alternative Provision,534211,180707
,,Southwark Free School,Mixed,Southwark,Pencraig Way,SE15 1SH,11,4,The Ledbury Community Hall,London,Free Schools,534614,177589
,,Hackney University Technical College,Mixed,Hackney,Falkirk Street,N1 6HQ,19,14,Shoreditch Campus,London,UTC,533326,183062
,Middlesex,Reach Academy Feltham,Mixed,Hounslow,,TW13 5AB,19,4,10 Hanworth Road,Feltham,Free Schools,510573,172820
,,Bolingbroke Academy,Mixed,Wandsworth,,SW11 6BF,18,11,Wakehurst Road,London,Free Schools,527035,176960
,,Harris Primary Free School Peckham,Mixed,Southwark,,SE15 5DZ,11,4,"112, Peckham Road",Peckham,Free Schools,533824,176735
Golders Green,,Rimon Jewish Primary School,Mixed,Barnet,,NW11 8AE,11,5,41 Dunstan Road,London,Free Schools,524831,187004
,,Cet Primary School Westminster,Mixed,Westminster,North Westminster,,11,4,,London,Free Schools,526802,181637
,,Cet Primary School Tower Hamlets,Mixed,Tower Hamlets,Bow,E3 2AB,11,4,"The Kirtland Centre, 1-3 Coborn Street",London,Free Schools,536787,182835
,,Westminster City School,Boys,Westminster,,SW1E 5HJ,18,11,55 Palace Street,London,Academy Converters,529272,179311
,,The Grey Coat Hospital,Girls,Westminster,,SW1P 2DY,18,11,Greycoat Place,London,Academy Converters,529594,179104
,,Chingford Hall Primary School,Mixed,Waltham Forest,Chingford,E4 8YJ,11,3,4 Burnside Avenue,London,Academy Converters,536931,191785
,Essex,The Frances Bardsley Academy for Girls,Girls,Havering,,RM1 2RR,18,11,Brentwood Road,Romford,Academy Converters,552491,188325
,Surrey,St Cyprian's Greek Orthodox Primary School,Mixed,Croydon,,CR7 8DZ,11,3,Springfield Road,Thornton Heath,Academy Converters,532260,169543
,,Willow Brook Primary Academy,Mixed,Waltham Forest,Leyton,E10 7BH,11,3,Church Road,London,Academy Sponsor Led,537243,187075
,,Parkside Studio College,Mixed,Hillingdon,,UB3 2SE,19,13,Wood End Green Road,Hayes,Studio Schools,509087,181288
,Kent,Clannad Education Centre,Mixed,Bromley,,BR6 0DW,16,11,112 Chislehurst Road,Orpington,Other Independent Special School,545865,166897
,Middlesex,Enfield Heights Academy,Mixed,Enfield,Enfield Highway,EN3 5BY,11,4,Pitfield Way,Enfield,Free Schools,535211,197901
Beckenham,,Kings London,Mixed,Bromley,,BR3 4PR,25,14,25 Beckenham Road,London,Other Independent School,536705,169465
,Kent,ASD Learning Centre-Welling,Mixed,Bexley,,DA16 1SR,19,7,146-148 Parkview Road,Welling,Other Independent Special School,547048,175736
,,London Academy of Excellence,Mixed,Newham,Stratford,E15 1AJ,19,16,"Broadway House, 322 High Street",London,Free Schools - 16-19,538720,184144
,,Wandsworth Preparatory School,Mixed,Wandsworth,2 Allfarthing Lane,SW18 2PQ,11,4,The Old Library,London,Other Independent School,526286,174346
,,Harris Primary Academy Coleraine Park,Mixed,Haringey,Tottenham,N17 9XT,11,4,Glendish Road,London,Academy Sponsor Led,534536,190592
,,Harris Primary Academy Philip Lane,Mixed,Haringey,,N15 4AB,11,3,Philip Lane,London,Academy Sponsor Led,532605,189353
,,Harris Academy Greenwich Park,Mixed,Greenwich,Eltham,SE9 5EQ,18,11,Middle Park Avenue,London,Academy Sponsor Led,541806,174461
,,William Morris School,Mixed,Waltham Forest,Walthamstow,E17 5NT,19,11,Folly Lane,London,Academy Special,536379,190898
,Middlesex,Wembley High Technology College,Mixed,Brent,,HA0 3NT,18,11,East Lane,Wembley,Academy Converters,517203,186265
,,Salvatorian Roman Catholic College,Boys,Harrow,Harrow Weald,HA3 5DY,18,11,High Road,Harrow,Academy Converters,515128,190321
,Surrey,The Holy Cross School,Girls,Kingston upon Thames,,KT3 5AR,18,11,25 Sandal Road,New Malden,Academy Converters,521047,167983
,,Teddington School,Mixed,Richmond upon Thames,,TW11 9PJ,16,11,Broom Road,Teddington,Academy Converters,517446,170646
,Middlesex,Waldegrave School for Girls,Girls,Richmond upon Thames,,TW2 5LH,16,11,Fifth Cross Road,Twickenham,Academy Converters,514710,172450
,Surrey,Harris Academy Morden,Mixed,Merton,,SM4 6DU,16,11,Lilleshall Road,Morden,Academy Sponsor Led,526739,167418
,,Robert Fitzroy Academy,Mixed,Croydon,,CR0 6DD,11,4,Davidson Road,Croydon,Academy Sponsor Led,533624,167092
,,Vishnitz Girls School,Girls,Hackney,,N16 5ES,7,3,196 Lordship Road,London,Other Independent School,532752,187222
,Essex,Isaac Newton Academy,Mixed,Redbridge,,IG1 1UE,18,11,High Road,Ilford,Academy Sponsor Led,545080,186864
,,Charlton Park Academy,Mixed,Greenwich,,SE7 8HX,19,11,Charlton Park Road,London,Academy Converters,542173,177854
,,Buttercup Primary School,Mixed,Tower Hamlets,,E1 8HY,11,3,Wellclose Square,London,Other Independent School,534240,180775
,Kent,Hillside Primary School,Mixed,Bromley,,BR5 4LZ,11,5,Dyke Drive,Orpington,Academy Sponsor Led,547213,166614
,,Noel Park Primary School,Mixed,Haringey,Wood Green,N22 6LH,11,3,Gladstone Avenue,London,Academy Sponsor Led,531474,190204
,,Trinity Primary Academy,Mixed,Haringey,Wood Green,N22 8ES,11,3,Bounds Green Road,London,Academy Sponsor Led,530587,190903
Harrow,,Harrow Primary School,Mixed,Harrow,,HA1 2LS,11,5,80 Gayton Road,London,Other Independent School,516173,188107
,,La Petite Ecole Bilingue,Mixed,Kensington and Chelsea,,W10 5UW,11,3,90 Oxford Gardens,London,Other Independent School,523934,181421
,,Lady Margaret School,Girls,Hammersmith and Fulham,,SW6 4UN,18,11,Parson's Green,London,Academy Converters,525134,176562
,,Sudbury Primary School,Mixed,Brent,,HA0 3EY,11,3,Watford Road,Wembley,Academy Converters,516584,185882
,,Queens Park Community School,Mixed,Brent,,NW6 7BQ,19,11,Aylestone Avenue,London,Academy Converters,523635,183910
,Middlesex,Alperton Community School,Mixed,Brent,,HA0 4JE,18,11,Stanley Avenue,Wembley,Academy Converters,518492,184101
,Kent,Crofton Infant School,Mixed,Bromley,,BR5 1EL,7,5,Towncourt Lane,Orpington,Academy Converters,544822,166769
,,St Thomas Becket Catholic Primary School,Mixed,Croydon,Birchanger Road,SE25 5BN,11,4,Becket Close,London,Academy Converters,534345,167335
,,Cranford Park Academy,Mixed,Hillingdon,Harlington,UB3 4LQ,11,3,Phelps Way,Hayes,Academy Converters,509803,178578
,,Wood End Park Academy,Mixed,Hillingdon,,UB3 2PD,11,4,Judge Heath Lane,Hayes,Academy Converters,508440,181011
,Hertfordshire,Grasvenor Avenue Infant School,Mixed,Barnet,,EN5 2BY,7,5,Grasvenor Avenue,Barnet,Academy Converters,525422,195265
,Kent,St Columba's Catholic Boys' School,Boys,Bexley,,DA6 7QB,16,11,Halcot Avenue,Bexleyheath,Academy Converters,549876,174751
,,Orleans Park School,Mixed,Richmond upon Thames,,TW1 3BB,16,11,Richmond Road,Twickenham,Academy Converters,516818,173617
,,Alpha Preparatory School,Mixed,Waltham Forest,,E17 3JJ,11,4,89 Vallentin Road,Walthamstow,Other Independent School,538331,189406
